Transaction_ID,Transaction_Date,Transaction_Amount,Transaction_Status,Transaction_Type,Customer_ID,Customer_Name,Gender,DOB,Email,Phone,Customer_City,Card_ID,Card_Type,Issuer_Bank,Card_Tier,Expiry_Date,Merchant_ID,Merchant_Name,Merchant_Category,Merchant_Country,Location_ID,City,State,Country
T1290,2023-10-15,99684.55,sucsess,atm,C1290,Teresa Buckley,O,1983-01-11,teresa.buckley@outlook.com,8161875272,Bangalore,Card1290,Debit,"Chan, Floyd and Dillon",Silver,2030-06-06,M1290,Humphrey-Baker,Grocery,India,L1290,Delhi,Gujarat,India
T1291,2024-11-11,87387.65,Fraudulent,onlne,C1291,Amanda Hill,M,1977-07-08,amanda.hill@rediffmail.com,9308494480,Ahmedabad,Card1291,Debit,Montgomery Ltd,Gold,2030-05-04,M1291,"Morales, Foster and Koch",Electronics,Inda,L1291,Chandigarh,West Bengal,india
T1292,2024-12-09,38704.74,sucsess,Online,C1292,Tammie Prince,F,1960-08-22,tammie.prince@gmail.com,7995795339,Kochi,Card1292,Debit,Morgan LLC,Gold,2025-11-22,M1292,Ramirez-Vasquez,Retail,Inda,L1292,Chandigarh,Tamil Nadu,India
T1293,2024-12-13,39171.42,Success,POS,C1293,Crystal Turner,O,1991-01-29,crystal.turner@gmail.com,6932254303,Lucknow,Card1293,Debit,"Ramos, Petersen and Adams",Gold,2026-04-23,M1293,Jacobs-Davis,Grocery,India,L1293,Delhi,West Bengal,india
T1294,2024-05-30,91039.22,sucsess,pos,C1294,Olivia Camacho,F,1958-11-10,olivia.camacho@yahoo.com,8556201038,Kochi,Card1294,Credit,Robertson and Sons,Gold,2028-12-08,M1294,Collins PLC,Electronics,india,L1294,Kolkata,Uttar Pradesh,Inda
T1295,2024-04-30,29259.77,Success,onlne,C1295,Alyssa Lee,O,1953-09-14,alyssa.lee@rediffmail.com,9491539282,Delhi,Card1295,Debit,Hood and Sons,Platinum,2029-12-06,M1295,Bryant LLC,Travel,India,L1295,Mumbai,Punjab,india
T1296,2024-12-20,13734.41,sucsess,pos,C1296,John Sanders,F,1958-01-08,john.sanders@yahoo.com,9066433102,Mumbai,Card1296,Credit,Maldonado and Sons,Silver,2027-10-21,M1296,Burns-Griffin,Electronics,India,L1296,Ahmedabad,West Bengal,India
T1297,2025-04-28,53276.65,sucsess,onlne,C1297,Hailey Monroe,M,1976-10-07,,8171602417,Chandigarh,Card1297,Credit,Curry-Barker,Gold,2030-06-19,M1297,Johnson-Williams,Retail,India,L1297,Lucknow,Delhi,India
T1298,2025-04-15,1554.54,Failed,onlne,C1298,Maria Byrd,O,1983-06-01,maria.byrd@gmail.com,123,Mumbai,Card1298,Credit,Pearson-Palmer,Silver,2027-04-18,M1298,"Smith, Buck and Holland",Grocery,Inda,L1298,Chennai,Karnataka,india
T1299,2024-09-30,-100.0,Failed,pos,C1299,Lee Hahn,M,1998-12-21,lee.hahn@outlook.com,7693421306,Mumbai,Card1299,Debit,"Rasmussen, Day and Coleman",Gold,2025-07-18,M1299,York-Stevens,Grocery,india,L1299,Kolkata,Kerala,india
T1300,2023-12-08,85170.27,sucsess,Online,C1300,Samantha Sanders,F,1976-03-25,samantha.sanders@yahoo.com,6596696368,Bangalore,Card1300,Debit,Smith Ltd,Platinum,2028-01-16,M1300,Hoffman-Wheeler,Retail,India,L1300,Bangalore,Kerala,India
T1301,2024-01-27,13513.27,Fraudulent,onlne,C1301,Mr. Donald Nguyen,M,1964-10-13,mr..donald.nguyen@yahoo.com,6142362794,Chandigarh,Card1301,Debit,Green-Dawson,Gold,2026-05-23,M1301,"Evans, Hernandez and Cannon",Grocery,Inda,L1301,Hyderabad,Telangana,India
T1302,2025-05-20,20501.58,Success,POS,C1302,Melanie Griffith,O,1948-05-03,melanie.griffith@yahoo.com,7633408016,Chandigarh,Card1302,Credit,"Jimenez, Phillips and Meadows",Silver,2028-11-28,M1302,Price-Johnson,Electronics,india,L1302,Chennai,Delhi,India
T1303,2024-12-22,43399.71,Failed,pos,C1303,Micheal Parks,M,1983-05-27,micheal.parks@outlook.com,9928493344,Lucknow,Card1303,Debit,"Glover, Knox and Powers",Gold,2027-02-02,M1303,"Evans, Jackson and Sandoval",Grocery,Inda,L1303,Chennai,West Bengal,india
T1304,2024-08-28,94034.47,Fraudulent,pos,C1304,Carl Green,F,1956-10-19,carl.green@rediffmail.com,9014110574,Kolkata,Card1304,Credit,"Hines, White and Frazier",Silver,2027-12-21,M1304,Pena-Walker,Retail,india,L1304,Kochi,Tamil Nadu,India
T1305,2023-12-12,2922.78,Failed,ATM,C1305,Stephen Watson,O,1995-02-12,stephen.watson@outlook.com,9630342493,Ahmedabad,Card1305,Credit,"Carter, York and Ruiz",Platinum,2028-02-01,M1305,"Silva, Blackburn and Jones",Grocery,India,L1305,Mumbai,Maharashtra,Inda
T1306,2025-05-12,92439.63,Success,Online,C1306,Michael Moreno,O,1957-09-17,michael.moreno@gmail.com,7814655857,Kochi,Card1306,Debit,Brown-Dickerson,Gold,2029-09-23,M1306,Gay LLC,Electronics,Inda,L1306,Kolkata,Karnataka,India
T1307,2024-05-04,81455.61,Failed,POS,C1307,Scott White,M,1983-03-22,,9567137119,Chennai,Card1307,Credit,Freeman Ltd,Gold,2029-05-13,M1307,Edwards Inc,Retail,Inda,L1307,Chennai,Maharashtra,india
T1308,2023-06-25,825.47,FAIL,atm,C1308,Raymond Johnston,F,1975-03-27,raymond.johnston@gmail.com,7461070590,Ahmedabad,Card1308,Debit,Burns Inc,Platinum,2027-10-19,M1308,Mendez Ltd,Travel,Inda,L1308,Hyderabad,Telangana,India
T1309,2024-05-20,95111.09,Failed,ATM,C1309,Janet Johnson,F,1971-12-04,janet.johnson@rediffmail.com,8880848901,Kochi,Card1309,Debit,Cross Inc,Platinum,2029-02-13,M1309,Sherman-Schmidt,Travel,India,L1309,Hyderabad,Karnataka,Inda
T1310,2023-07-05,86998.89,FAIL,onlne,C1310,Danielle Steele,O,1990-07-11,danielle.steele@rediffmail.com,6399466136,Bangalore,Card1310,Credit,Collins-Garcia,Silver,2025-07-04,M1310,"Chapman, Jackson and Colon",Electronics,India,L1310,Ahmedabad,Maharashtra,india
T1311,2024-02-08,67093.07,Failed,atm,C1311,Linda Morgan,O,1964-04-06,linda.morgan@yahoo.com,6190933276,Ahmedabad,Card1311,Credit,"Cowan, Cooper and Valenzuela",Gold,2029-05-08,M1311,Christensen-Martin,Retail,Inda,L1311,Hyderabad,Uttar Pradesh,Inda
T1312,2025-05-26,38081.49,Success,ATM,C1312,Danny Mercer,M,2006-12-16,danny.mercer@rediffmail.com,7221351951,Kochi,Card1312,Credit,Gross PLC,Gold,2028-11-26,M1312,"Jackson, Richardson and Santos",Travel,Inda,L1312,Chennai,Punjab,Inda
T1313,2023-07-21,31661.03,Fraudulent,POS,C1313,Lisa Wheeler,F,1970-01-02,lisa.wheeler@rediffmail.com,123,Ahmedabad,Card1313,Credit,Stanley Ltd,Silver,2027-08-25,M1313,Williams Inc,Retail,Inda,L1313,Hyderabad,West Bengal,Inda
T1314,2024-05-10,5351.37,Failed,pos,C1314,David Miles,O,1974-09-16,david.miles@rediffmail.com,7473938278,Lucknow,Card1314,Debit,Neal Ltd,Platinum,2028-09-15,M1314,Turner Ltd,Grocery,India,L1314,Chandigarh,Uttar Pradesh,india
T1315,2023-09-08,5506.92,Fraudulent,pos,C1315,Larry Taylor,O,1989-07-22,larry.taylor@outlook.com,9072975037,Chennai,Card1315,Credit,Hunt PLC,Gold,2029-11-24,M1315,Campbell Inc,Grocery,India,L1315,Delhi,Delhi,Inda
T1316,2024-07-12,33914.73,sucsess,POS,C1316,Sandra Dudley,O,1957-12-28,sandra.dudley@gmail.com,7396103491,Lucknow,Card1316,Credit,Warner-Phillips,Silver,2027-03-04,M1316,Kelley and Sons,Travel,Inda,L1316,Kochi,Tamil Nadu,Inda
T1317,2024-12-07,57305.79,Fraudulent,onlne,C1317,Adam Davis,O,1977-03-07,adam.davis@gmail.com,9263104650,Mumbai,Card1317,Credit,Conley Ltd,Platinum,2028-04-14,M1317,Hernandez-Davis,Travel,Inda,L1317,Chennai,Maharashtra,india
T1318,2024-07-23,20825.63,Success,POS,C1318,Maria Bryant,O,1949-07-31,maria.bryant@yahoo.com,6387508586,Chennai,Card1318,Credit,Baker-Williams,Gold,2026-05-02,M1318,Sawyer LLC,Grocery,Inda,L1318,Delhi,Tamil Nadu,India
T1319,2024-03-27,65949.84,sucsess,POS,C1319,Brian York,O,1999-01-08,brian.york@gmail.com,6535490395,Ahmedabad,Card1319,Debit,Smith and Sons,Gold,2028-02-18,M1319,"Holland, Murphy and Kline",Grocery,Inda,L1319,Mumbai,Karnataka,India
T1320,2024-10-16,67684.91,Failed,atm,C1320,Grant Wilson,M,1962-09-24,grant.wilson@yahoo.com,7527452614,Mumbai,Card1320,Debit,Rivers-Nelson,Platinum,2026-04-06,M1320,Vaughn-Mendoza,Travel,Inda,L1320,Chandigarh,Kerala,India
T1321,2024-05-14,22653.97,Success,Online,C1321,Michael Brown,F,1988-08-17,michael.brown@rediffmail.com,7011506332,Delhi,Card1321,Debit,Garcia PLC,Silver,2026-11-22,M1321,Pham-Gregory,Travel,Inda,L1321,Ahmedabad,Maharashtra,Inda
T1322,2023-11-09,47738.5,Failed,ATM,C1322,Lisa Huffman,M,1986-01-27,lisa.huffman@outlook.com,6819337955,Chandigarh,Card1322,Credit,"Mcpherson, Anderson and Knapp",Silver,2028-09-13,M1322,Clay Group,Travel,India,L1322,Hyderabad,Delhi,Inda
T1323,2023-07-27,40710.83,Fraudulent,Online,C1323,Alexandria Oneill,O,1948-10-13,alexandria.oneill@yahoo.com,8752498838,Mumbai,Card1323,Credit,"Saunders, Ray and Cunningham",Silver,2027-09-12,M1323,"Marks, Stone and Watts",Retail,India,L1323,Kolkata,Punjab,india
T1324,2024-10-14,70288.91,Fraudulent,POS,C1324,Danielle Reed,O,1950-12-15,,7459864697,Chandigarh,Card1324,Credit,"Davidson, Hernandez and Serrano",Silver,2029-02-25,M1324,"Brown, Schneider and Moore",Grocery,India,L1324,Mumbai,Telangana,India
T1325,2025-04-11,73828.77,FAIL,pos,C1325,Angela Vasquez,M,1976-05-29,angela.vasquez@rediffmail.com,7319257122,Kolkata,Card1325,Credit,Rivera LLC,Platinum,2029-09-09,M1325,Hunter PLC,Retail,india,L1325,Bangalore,Kerala,india
T1326,2024-11-02,25088.46,sucsess,pos,C1326,Angela Wallace,F,1970-03-29,angela.wallace@gmail.com,7404158490,Kolkata,Card1326,Debit,"West, Gates and West",Silver,2028-11-25,M1326,Hooper Ltd,Travel,India,L1326,Ahmedabad,Gujarat,India
T1327,2024-11-10,11967.35,sucsess,atm,C1327,Andrew Dunn,F,1945-09-06,andrew.dunn@gmail.com,7121430699,Chennai,Card1327,Debit,Conner PLC,Gold,2026-05-06,M1327,"Torres, Romero and Clark",Electronics,India,L1327,Mumbai,Maharashtra,India
T1328,2024-11-24,72951.93,Failed,POS,C1328,Anthony Walker,F,1975-07-09,anthony.walker@gmail.com,7084504204,Mumbai,Card1328,Debit,Rivera-Saunders,Silver,2028-05-15,M1328,"Kennedy, Sandoval and Baldwin",Electronics,India,L1328,Ahmedabad,Maharashtra,Inda
T1329,2023-09-18,30713.95,Failed,POS,C1329,Henry Schultz,F,1951-02-07,henry.schultz@yahoo.com,7210994600,Lucknow,Card1329,Debit,Kelley-Brooks,Gold,2027-05-11,M1329,Williams and Sons,Travel,India,L1329,Kolkata,Telangana,india
T1330,2024-07-08,33494.79,Success,Online,C1330,Levi Lopez,O,1954-01-11,levi.lopez@yahoo.com,6106322642,Bangalore,Card1330,Credit,Lewis-Summers,Platinum,2028-12-14,M1330,Love Inc,Travel,India,L1330,Kolkata,Delhi,Inda
T1331,2025-01-30,47472.43,Failed,atm,C1331,Sara Chapman,O,1972-09-04,sara.chapman@yahoo.com,6098814096,Chennai,Card1331,Credit,Ellis-Lawrence,Gold,2025-11-13,M1331,"Taylor, Porter and Moreno",Travel,Inda,L1331,Hyderabad,Telangana,india
T1332,2023-07-29,19100.07,sucsess,pos,C1332,Karen Romero,O,1982-02-13,karen.romero@rediffmail.com,9597129290,Chandigarh,Card1332,Credit,Holt and Sons,Platinum,2029-02-25,M1332,"Ochoa, Garcia and Sandoval",Electronics,india,L1332,Kochi,West Bengal,India
T1333,2024-10-04,4656.69,Failed,ATM,C1333,Janice Petty,M,2004-07-16,janice.petty@yahoo.com,6874753275,Chennai,Card1333,Debit,"Farmer, Hill and Stuart",Gold,2028-03-17,M1333,Chavez-Anderson,Retail,Inda,L1333,Delhi,Delhi,Inda
T1334,2024-05-07,97163.31,FAIL,onlne,C1334,Michael Valencia,O,1985-06-22,michael.valencia@outlook.com,8746308829,Mumbai,Card1334,Debit,"Doyle, Spencer and Robinson",Gold,2029-10-30,M1334,Weber LLC,Grocery,india,L1334,Delhi,Telangana,india
T1335,2024-12-06,18122.62,Fraudulent,Online,C1335,Miss Tina Gordon,F,1967-12-21,miss.tina.gordon@rediffmail.com,7741444815,Chennai,Card1335,Credit,"Walsh, Page and Hodges",Platinum,2026-08-08,M1335,"Castillo, Duncan and Contreras",Retail,India,L1335,Mumbai,Uttar Pradesh,India
T1336,2024-05-11,8451.2,Failed,onlne,C1336,Ryan Stokes,O,1990-05-10,ryan.stokes@rediffmail.com,7786308760,Bangalore,Card1336,Credit,"Rodriguez, James and Brown",Silver,2030-01-05,M1336,Gonzalez and Sons,Travel,Inda,L1336,Mumbai,Delhi,India
T1337,2024-01-30,83664.69,Failed,Online,C1337,Antonio Mueller,M,1990-12-23,antonio.mueller@rediffmail.com,8310661812,Bangalore,Card1337,Credit,Molina Inc,Silver,2027-08-09,M1337,Cervantes-Garcia,Travel,India,L1337,Lucknow,Maharashtra,india
T1338,2025-04-26,67975.39,Failed,onlne,C1338,Natalie Hoffman,O,1990-06-11,natalie.hoffman@gmail.com,8361998615,Kolkata,Card1338,Debit,Dixon Ltd,Silver,2030-04-02,M1338,Schwartz-Williams,Electronics,Inda,L1338,Hyderabad,West Bengal,Inda
T1339,2024-04-13,99477.69,Failed,pos,C1339,Vanessa Edwards,F,1970-11-05,vanessa.edwards@yahoo.com,7337740592,Hyderabad,Card1339,Debit,"Brown, Manning and Harris",Platinum,2029-01-06,M1339,Greer-Pruitt,Travel,India,L1339,Delhi,Uttar Pradesh,india
T1340,2024-12-20,1813.75,FAIL,pos,C1340,Kimberly Morrison,M,1992-10-03,kimberly.morrison@rediffmail.com,7354567720,Mumbai,Card1340,Credit,"Brandt, Phillips and Thompson",Gold,2028-08-07,M1340,"Jones, Rivers and Moss",Grocery,india,L1340,Ahmedabad,Tamil Nadu,Inda
T1341,2023-09-22,7469.65,FAIL,POS,C1341,Justin Anderson,M,1970-02-21,justin.anderson@yahoo.com,7019730937,Chennai,Card1341,Debit,"Singleton, Smith and Owens",Silver,2025-10-26,M1341,Williams LLC,Electronics,India,L1341,Chennai,Gujarat,Inda
T1342,2024-09-27,42419.71,sucsess,atm,C1342,Kenneth Howard DDS,O,1947-12-08,kenneth.howard.dds@outlook.com,8460106611,Kolkata,Card1342,Debit,Fox-Krueger,Gold,2028-01-13,M1342,"Jones, Wagner and Perry",Travel,India,L1342,Chandigarh,Uttar Pradesh,India
T1343,2024-08-12,37210.67,sucsess,POS,C1343,Stephen Alvarado,F,1971-12-04,stephen.alvarado@gmail.com,7896064643,Mumbai,Card1343,Credit,Ward-Robinson,Platinum,2026-04-03,M1343,"Moreno, Barajas and Colon",Travel,India,L1343,Delhi,West Bengal,India
T1344,2024-11-07,9411.77,Fraudulent,Online,C1344,Jill Conway,F,1945-01-26,jill.conway@gmail.com,8129205094,Kolkata,Card1344,Debit,"Sellers, Sanchez and Williams",Gold,2026-06-13,M1344,James-Hogan,Travel,India,L1344,Mumbai,Telangana,india
T1345,2023-09-18,47747.61,Success,ATM,C1345,Diane Pruitt,M,1970-09-24,diane.pruitt@yahoo.com,123,Chennai,Card1345,Debit,Robertson-Hicks,Platinum,2027-08-28,M1345,Williams-Villanueva,Grocery,India,L1345,Chennai,Tamil Nadu,Inda
T1346,2023-11-18,15324.9,sucsess,Online,C1346,Brendan Bonilla,M,1966-04-09,brendan.bonilla@outlook.com,7338487326,Chennai,Card1346,Debit,"Ferguson, Sims and Clark",Silver,2029-11-04,M1346,"Ayala, Hancock and Coleman",Electronics,india,L1346,Chennai,West Bengal,India
T1347,2023-09-10,36410.86,Fraudulent,pos,C1347,Sherry Figueroa,F,1958-06-18,sherry.figueroa@outlook.com,7749974999,Kochi,Card1347,Credit,Lucas-Case,Platinum,2030-01-17,M1347,"Parks, Johnson and Love",Travel,india,L1347,Mumbai,Uttar Pradesh,Inda
T1348,2023-07-21,46281.63,Success,ATM,C1348,Robert Grant,F,1950-06-06,robert.grant@gmail.com,6728082130,Ahmedabad,Card1348,Debit,"Underwood, Bartlett and Russell",Silver,2026-02-04,M1348,Mccoy-Hamilton,Electronics,india,L1348,Delhi,Uttar Pradesh,india
T1349,2023-07-05,80872.5,sucsess,pos,C1349,Margaret Montgomery,M,1970-12-24,margaret.montgomery@rediffmail.com,9145912597,Bangalore,Card1349,Credit,"Richards, Haynes and Jones",Platinum,2026-06-24,M1349,"Rodriguez, Buchanan and Turner",Travel,Inda,L1349,Chennai,Maharashtra,India
T1350,2023-08-28,34992.7,sucsess,pos,C1350,Rodney Johnson,F,1963-08-19,rodney.johnson@outlook.com,9856280937,Chandigarh,Card1350,Credit,Ferguson and Sons,Gold,2029-03-12,M1350,"Myers, Salinas and Gardner",Electronics,India,L1350,Chandigarh,Kerala,India
T1351,2024-10-26,94338.04,Failed,onlne,C1351,Suzanne Norton,F,1954-04-12,suzanne.norton@yahoo.com,8089437627,Kochi,Card1351,Credit,"Wong, Bernard and Smith",Platinum,2028-01-04,M1351,"Thomas, Williams and Armstrong",Electronics,Inda,L1351,Chandigarh,Tamil Nadu,Inda
T1352,2024-04-23,82835.77,sucsess,atm,C1352,Elizabeth Goodman,F,1981-01-09,elizabeth.goodman@yahoo.com,6333381494,Mumbai,Card1352,Credit,"Cooper, Gutierrez and Brewer",Gold,2030-02-17,M1352,"Thomas, White and Jensen",Grocery,Inda,L1352,Lucknow,Uttar Pradesh,india
T1353,2024-01-04,44465.93,FAIL,Online,C1353,Robert Phelps,O,1957-09-12,robert.phelps@rediffmail.com,6981664479,Kolkata,Card1353,Debit,"Murray, Dunn and Roberts",Gold,2026-06-13,M1353,King and Sons,Retail,India,L1353,Ahmedabad,Maharashtra,india
T1354,2025-01-05,90028.71,sucsess,Online,C1354,Heather Lambert,M,1983-12-25,heather.lambert@rediffmail.com,9032282874,Bangalore,Card1354,Credit,Garcia PLC,Platinum,2029-08-13,M1354,Mccullough LLC,Travel,india,L1354,Chennai,Kerala,india
T1355,2024-07-03,10047.83,Failed,atm,C1355,Elizabeth Silva,M,1975-02-20,elizabeth.silva@yahoo.com,9885169195,Kochi,Card1355,Debit,"Knight, Aguirre and Benjamin",Platinum,2028-04-07,M1355,Smith and Sons,Grocery,india,L1355,Delhi,Maharashtra,India
T1356,2025-02-21,24048.22,Failed,ATM,C1356,Ian Frazier,M,1959-07-20,,7079037146,Chandigarh,Card1356,Credit,Humphrey-Ford,Gold,2029-03-07,M1356,Hampton-Tucker,Retail,india,L1356,Mumbai,Tamil Nadu,Inda
T1357,2023-09-14,7450.24,Success,POS,C1357,Shannon Taylor,O,1956-06-07,shannon.taylor@gmail.com,6128043834,Lucknow,Card1357,Debit,"Gonzalez, Gross and Sims",Platinum,2026-03-03,M1357,"Jones, Smith and Hunter",Grocery,India,L1357,Kolkata,Karnataka,India
T1358,2023-07-16,51223.3,Failed,POS,C1358,Patricia Lewis,F,1999-10-10,patricia.lewis@gmail.com,8946517910,Mumbai,Card1358,Credit,Arnold PLC,,2030-06-03,M1358,"Kennedy, Rowe and Diaz",Retail,Inda,L1358,Chennai,West Bengal,india
T1359,2023-12-12,10379.17,FAIL,ATM,C1359,Jonathan Davis,M,2005-02-18,jonathan.davis@outlook.com,8484992187,Delhi,Card1359,Debit,Shaw-Bates,Gold,2027-12-13,M1359,"Sutton, Todd and Taylor",Travel,india,L1359,Kochi,Maharashtra,Inda
T1360,2023-10-23,11553.53,Fraudulent,pos,C1360,Mary Faulkner,M,1956-08-30,mary.faulkner@outlook.com,6489246895,Hyderabad,Card1360,Credit,"Dennis, Crosby and Williams",Platinum,2030-04-16,M1360,Hall-Baker,Grocery,india,L1360,Mumbai,Karnataka,india
T1361,2023-12-20,7574.94,sucsess,onlne,C1361,Rebecca Hughes,F,1947-05-22,rebecca.hughes@yahoo.com,8853651268,Hyderabad,Card1361,Debit,Keith-Williams,Silver,2027-03-26,M1361,"Nguyen, Padilla and Boyd",Electronics,India,L1361,Kolkata,Uttar Pradesh,India
T1362,2025-03-27,91811.64,Success,ATM,C1362,Laura Bennett,O,1963-01-31,laura.bennett@outlook.com,7526899284,Bangalore,Card1362,Credit,Diaz-Valdez,Gold,2027-09-18,M1362,Black Group,Travel,india,L1362,Hyderabad,Uttar Pradesh,India
T1363,2025-05-26,86152.74,sucsess,POS,C1363,Robert Reed,M,1959-08-23,robert.reed@gmail.com,9469891281,Mumbai,Card1363,Credit,Eaton-Smith,Gold,2029-11-12,M1363,Gonzales and Sons,Retail,Inda,L1363,Bangalore,West Bengal,India
T1364,2023-08-20,44733.3,Success,atm,C1364,Cody Cox,O,1979-06-27,cody.cox@gmail.com,9211418789,Delhi,Card1364,Debit,"Montoya, Guerrero and Perry",Gold,2027-11-11,M1364,Cortez-Olson,Electronics,India,L1364,Mumbai,West Bengal,india
T1365,2024-06-27,76184.09,FAIL,ATM,C1365,Maria Jenkins,F,1977-01-26,maria.jenkins@yahoo.com,7604264343,Ahmedabad,Card1365,Credit,Williams PLC,Silver,2027-04-07,M1365,"Martin, Soto and Williams",Grocery,india,L1365,Lucknow,Gujarat,Inda
T1366,2024-09-08,2955.77,FAIL,pos,C1366,Thomas Black,F,1954-06-20,thomas.black@yahoo.com,9138618728,Kolkata,Card1366,Credit,Greene-Elliott,Silver,2025-12-12,M1366,Johns Ltd,Grocery,India,L1366,Lucknow,Punjab,india
T1367,2024-11-16,64669.85,Success,POS,C1367,Claire Obrien,M,2000-05-12,claire.obrien@outlook.com,6674245544,Bangalore,Card1367,Credit,Dillon-Jackson,Silver,2027-11-19,M1367,Burke-Norton,Retail,india,L1367,Delhi,Kerala,Inda
T1368,2025-03-20,73935.17,Failed,POS,C1368,Kayla Jackson,F,1996-09-13,kayla.jackson@gmail.com,8412672019,Mumbai,Card1368,Credit,"Cooper, Chavez and Garza",Gold,2027-01-08,M1368,Gray and Sons,Retail,Inda,L1368,Ahmedabad,Uttar Pradesh,india
T1369,2023-09-14,52574.39,Failed,POS,C1369,Susan Cohen,M,1945-08-07,susan.cohen@gmail.com,6595421859,Mumbai,Card1369,Debit,Jacobs and Sons,Gold,2027-03-12,M1369,Valenzuela-Greene,Travel,Inda,L1369,Kolkata,Gujarat,india
T1370,2025-05-03,85640.93,Failed,ATM,C1370,Autumn Olson,F,1997-10-25,,8878951670,Bangalore,Card1370,Credit,Winters PLC,Platinum,2029-12-29,M1370,Prince Ltd,Travel,India,L1370,Mumbai,Delhi,india
T1371,2024-11-07,61275.51,sucsess,pos,C1371,Shaun Wolfe,O,1973-11-01,shaun.wolfe@rediffmail.com,7268349305,Hyderabad,Card1371,Debit,Perez-Lang,Silver,2029-11-29,M1371,Bell-Ballard,Grocery,india,L1371,Chennai,Punjab,india
T1372,2025-05-27,-100.0,Fraudulent,POS,C1372,Cesar Woods,F,1996-04-18,cesar.woods@outlook.com,6700250346,Kolkata,Card1372,Credit,Kent Inc,Platinum,2030-05-16,M1372,George-Stephens,Grocery,india,L1372,Kochi,Maharashtra,india
T1373,2024-01-08,68363.79,Failed,ATM,C1373,Rachel Lane,M,1957-05-03,rachel.lane@outlook.com,9490233563,Lucknow,Card1373,Credit,Meyer Group,Silver,2025-07-08,M1373,"Harris, Brock and Ortiz",Electronics,Inda,L1373,Chennai,Uttar Pradesh,india
T1374,2023-09-12,30308.76,Failed,atm,C1374,Dawn Wyatt,O,1955-01-03,dawn.wyatt@outlook.com,8444405947,Hyderabad,Card1374,Credit,Cunningham-Carr,Platinum,2029-02-04,M1374,"Sanders, Harris and Arnold",Retail,india,L1374,Chennai,Uttar Pradesh,Inda
T1375,2024-08-28,12232.12,FAIL,onlne,C1375,,O,1977-04-21,,9802915856,Bangalore,Card1375,Credit,Hansen-Webb,Platinum,2026-12-29,M1375,Lane-Schroeder,Electronics,India,L1375,Delhi,Tamil Nadu,india
T1376,2024-04-26,12268.96,sucsess,pos,C1376,Mary Adkins,M,1994-07-17,mary.adkins@gmail.com,7106102484,Delhi,Card1376,Debit,Logan-Avery,Platinum,2026-08-24,M1376,Lewis Group,Retail,india,L1376,Chennai,Karnataka,India
T1377,2025-02-21,42540.81,Success,ATM,C1377,Melinda Williams,F,1967-07-03,melinda.williams@yahoo.com,7426946361,Mumbai,Card1377,Debit,Oconnell-Smith,,2030-02-26,M1377,Morrow Group,Electronics,India,L1377,Hyderabad,Tamil Nadu,india
T1378,2025-06-10,46002.23,Failed,ATM,C1378,Dennis Wood,O,1985-04-27,dennis.wood@gmail.com,8582955116,Kolkata,Card1378,Debit,"Johnson, Cruz and Joyce",Platinum,2029-03-05,M1378,"Douglas, Mitchell and Stuart",Electronics,Inda,L1378,Chennai,Kerala,Inda
T1379,2023-08-05,67964.3,Fraudulent,POS,C1379,Jessica Harris,O,1997-02-12,jessica.harris@outlook.com,8555800726,Delhi,Card1379,Credit,"Galvan, Holmes and Lee",Silver,2026-12-18,M1379,"Dixon, Hale and Gilbert",Electronics,india,L1379,Mumbai,Karnataka,Inda
T1380,2024-11-26,25324.24,sucsess,onlne,C1380,Aaron Moore,F,1946-12-05,,9768936395,Delhi,Card1380,Credit,Chan-Gomez,Gold,2028-07-13,M1380,Sullivan-Gonzalez,Grocery,India,L1380,Kochi,Karnataka,Inda
T1381,2023-07-03,57079.97,sucsess,atm,C1381,Krista Barber,F,1994-08-15,krista.barber@gmail.com,6345017964,Hyderabad,Card1381,Credit,"Herman, Bailey and Richmond",Gold,2026-01-21,M1381,Perez-Mccarty,Electronics,India,L1381,Kochi,Maharashtra,India
T1382,2024-06-09,7570.23,FAIL,POS,C1382,Christopher Hunter,O,1971-12-18,christopher.hunter@gmail.com,6632992708,Kochi,Card1382,Debit,"Jones, Phillips and Arroyo",Silver,2030-05-13,M1382,"Frye, Walter and Li",Retail,Inda,L1382,Ahmedabad,West Bengal,Inda
T1383,2024-09-10,70338.77,Success,ATM,C1383,Kristine Carrillo,M,1961-06-30,kristine.carrillo@outlook.com,6157968209,Lucknow,Card1383,Credit,Ali-Ellis,Gold,2029-03-28,M1383,Mosley-Atkins,Travel,Inda,L1383,Bangalore,Maharashtra,India
T1384,2024-06-30,1907.68,sucsess,Online,C1384,Mark Gamble,F,1952-05-20,mark.gamble@outlook.com,8782907163,Lucknow,Card1384,Credit,"Haynes, Mcbride and Gutierrez",Gold,2027-09-01,M1384,Black-Smith,Retail,india,L1384,Mumbai,Kerala,india
T1385,2025-03-29,7753.51,Failed,pos,C1385,James Goodman,M,1962-05-24,james.goodman@gmail.com,6527875907,Kolkata,Card1385,Credit,Jones-Velazquez,Platinum,2027-08-02,M1385,Edwards-Robinson,Grocery,india,L1385,Chennai,Kerala,india
T1386,2024-09-09,52731.73,Fraudulent,ATM,C1386,Melanie Browning,O,1962-10-13,melanie.browning@gmail.com,7473927972,Chandigarh,Card1386,Credit,Mclaughlin-Young,Gold,2027-01-10,M1386,Salas and Sons,Electronics,india,L1386,Mumbai,Delhi,India
